code,field,university,avg_pref_success,base_2019,base_2020,base_2021,base_2022,base_2023,base_2024,base_2025,base_2026
1555,2,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,9206.0,5675.0,9928.0,9500.0,9950.0,9725.0,9850.0,10700.0
1558,3,ΠΑΝ. ΔΥΤ. ΜΑΚ.,3.0,14505.0,11975.0,13034.0,13094.0,12653.0,13421.0,13000.0,13348.0
1563,2,ΠΑΝ. ΔΥΤ. ΜΑΚ.,4.0,14283.0,14625.0,15265.0,14195.0,14780.0,14485.0,14605.0,15700.0
1564,2,ΠΑΝ. ΔΥΤ. ΜΑΚ.,3.0,13730.0,13825.0,14236.0,14325.0,14285.0,13645.0,13290.0,14640.0
1601,4,ΔΙ.ΠΑ.Ε.,3.0,7170.0,7700.0,7365.0,8475.0,8600.0,8750.0,8950.0,9150.0
1602,4,ΔΙ.ΠΑ.Ε.,3.0,8010.0,8950.0,8763.0,9305.0,8545.0,9080.0,9555.0,8985.0
1603,4,ΔΙ.ΠΑ.Ε.,3.0,5217.0,5575.0,7493.0,8590.0,9275.0,9520.0,9660.0,9940.0
1604,4,ΔΠΘ,4.0,5725.0,5800.0,7414.0,8295.0,7775.0,7920.0,8300.0,8300.0
1605,4,ΔΙ.ΠΑ.Ε.,3.0,9888.0,10750.0,10317.0,11610.0,11380.0,11630.0,12170.0,12020.0
1606,4,ΔΙ.ΠΑ.Ε.,4.0,10244.0,11275.0,10879.0,11760.0,11440.0,11960.0,12360.0,12160.0
1607,4,ΔΠΘ,4.0,4643.0,4750.0,7673.0,8430.0,8180.0,8270.0,9530.0,9980.0
1609,1/4,ΔΙ.ΠΑ.Ε.,4.0,10137.0,8850.0,9468.0,9725.0,9575.0,9275.0,9300.0,9625.0
1610,1/2/3/4,ΔΙ.ΠΑ.Ε.,4.0,12792.0,11700.0,11492.0,11375.0,11750.0,11475.0,11250.0,11450.0
1613,3,ΔΙ.ΠΑ.Ε.,4.0,15241.0,13375.0,14889.0,14470.0,13540.0,14210.0,13850.0,13960.0
1614,3,ΔΙ.ΠΑ.Ε.,4.0,13890.0,11050.0,12513.0,12583.0,11387.0,12201.0,13241.0,12139.0
1615,3,ΔΙ.ΠΑ.Ε.,5.0,14505.0,13200.0,14445.0,14240.0,13720.0,14365.0,14240.0,14600.0
1616,3,ΔΙ.ΠΑ.Ε.,5.0,15970.0,14550.0,15938.0,15620.0,15370.0,15350.0,15100.0,15955.0
1617,3,ΔΠΘ,5.0,10622.0,8275.0,12554.0,0.0,11985.0,11675.0,9900.0,10475.0
1618,3,ΔΙ.ΠΑ.Ε.,4.0,13679.0,11475.0,12782.0,12880.0,12250.0,12710.0,12790.0,11990.0
1619,2,ΔΙ.ΠΑ.Ε.,3.0,9005.0,8800.0,9381.0,8920.0,9850.0,10340.0,11980.0,14430.0
1620,2,ΔΙ.ΠΑ.Ε.,5.0,6593.0,4850.0,9472.0,10410.0,10220.0,10150.0,11280.0,12410.0
1621,2,ΔΙ.ΠΑ.Ε.,4.0,7665.0,7600.0,9205.0,9440.0,10076.0,11477.0,12154.0,13788.0
1622,2/4,ΔΙ.ΠΑ.Ε.,4.0,10002.0,11325.0,11915.0,11980.0,12470.0,13440.0,13450.0,14000.0
1623,2,ΔΙ.ΠΑ.Ε.,4.0,7854.0,7400.0,9131.0,9015.0,9325.0,10085.0,10510.0,11400.0
1624,2/4,ΔΙ.ΠΑ.Ε.,3.0,9905.0,10075.0,10817.0,10780.0,10980.0,11900.0,12585.0,13475.0
1625,2/4,ΔΙ.ΠΑ.Ε.,4.0,12806.0,13325.0,13996.0,13880.0,14445.0,15030.0,14740.0,15475.0
1626,2/4,ΔΙ.ΠΑ.Ε.,4.0,5111.0,6850.0,10932.0,11340.0,12030.0,12550.0,13545.0,14315.0
1627,2/4,ΔΙ.ΠΑ.Ε.,4.0,5305.0,3975.0,7366.0,8375.0,8350.0,8325.0,8650.0,8750.0
1628,2,ΔΠΘ,5.0,8969.0,5800.0,9356.0,9280.0,9508.0,9338.0,9504.0,11305.0
1629,2/3,ΔΠΘ,6.0,15854.0,13800.0,14989.0,14628.0,14070.0,14788.0,14712.0,15590.0
1630,2/4,ΔΠΘ,4.0,9597.0,9725.0,10551.0,11143.0,11358.0,12135.0,12880.0,13165.0
1632,2/3,ΔΠΘ,6.0,6923.0,2550.0,0.0,8980.0,8670.0,9290.0,9530.0,9875.0
1633,2/3,ΔΠΘ,5.0,7794.0,4850.0,8976.0,9470.0,8980.0,9360.0,9430.0,9660.0
1634,2/3,ΔΙ.ΠΑ.Ε.,4.0,11063.0,9275.0,10408.0,10775.0,10150.0,10800.0,11040.0,10310.0
1635,2/3,ΔΙ.ΠΑ.Ε.,4.0,13230.0,11675.0,12581.0,12870.0,11925.0,12760.0,12650.0,12865.0
1651,3,ΕΛ.ΜΕ.ΠΑ.,4.0,11398.0,8500.0,9760.0,10325.0,11700.0,10375.0,10050.0,10025.0
1652,1,ΕΛ.ΜΕ.ΠΑ.,4.0,13920.0,14200.0,14592.0,12900.0,13850.0,13300.0,13500.0,13425.0
1653,3,ΕΛ.ΜΕ.ΠΑ.,5.0,11963.0,9175.0,9663.0,10290.0,10110.0,11000.0,10460.0,10740.0
1654,4,ΕΛ.ΜΕ.ΠΑ.,3.0,6257.0,6975.0,7566.0,8150.0,7710.0,8580.0,8780.0,8700.0
1655,4,ΕΛ.ΜΕ.ΠΑ.,2.0,7027.0,7650.0,8608.0,9088.0,8840.0,10072.0,10088.0,9992.0
1656,4,ΕΛ.ΜΕ.ΠΑ.,4.0,4737.0,4600.0,7857.0,8350.0,8250.0,8180.0,8875.0,9080.0
1657,2/3,ΕΛ.ΜΕ.ΠΑ.,4.0,9360.0,7075.0,9140.0,9000.0,9130.0,10070.0,9400.0,9320.0
1659,2,ΕΛ.ΜΕ.ΠΑ.,3.0,9020.0,8750.0,9260.0,9315.0,9800.0,11395.0,12515.0,14405.0
1660,2,ΕΛ.ΜΕ.ΠΑ.,3.0,7617.0,7425.0,9194.0,9660.0,9860.0,10830.0,11520.0,13090.0
1662,2/4,ΕΛ.ΜΕ.ΠΑ.,3.0,6949.0,6375.0,8750.0,9172.0,9370.0,9740.0,10071.0,10965.0
1664,2/4,ΕΛ.ΜΕ.ΠΑ.,4.0,5182.0,4200.0,7498.0,8375.0,8350.0,8350.0,8400.0,8275.0
